REFERENCE POINT,Volttron Point Name,Units,Unit Details,Modbus Register,Writable,Point Address,Default Value,Notes,Variance
/Devices/Shirley-MA/South/Weather/BaseMet/Pres,Weather.BaseMet.Pres,HPa,,>h,FALSE,465,,Barometric Pressure,
/Devices/Shirley-MA/South/Weather/BaseMet/WndSpd,Weather.BaseMet.WndSpd,mps,,>h,FALSE,466,,Wind Speed,
/Devices/Shirley-MA/South/Weather/BaseMet/WndDir,Weather.BaseMet.WndDir,deg,,>h,FALSE,467,,Wind Direction,
/Devices/Shirley-MA/South/Weather/Device/CommSt,Weather.Device.CommSt,,,>H,FALSE,71,,Overall interface status,
/Devices/Shirley-MA/South/Weather/Irradiance/GHI,Weather.Irradiance.GHI,W/m2,,>H,FALSE,452,,Global Horizontal Irradiance,
/Devices/Shirley-MA/South/Weather/Irradiance/POAI,Weather.Irradiance.POAI,W/m2,,>H,FALSE,453,,Plane-of-Array Irradiance,
/Devices/Shirley-MA/South/Weather/Irradiance/DFI,Weather.Irradiance.DFI,W/m2,,>H,FALSE,454,,Diffuse Irradiance,
/Devices/Shirley-MA/South/Weather/Irradiance/DNI,Weather.Irradiance.DNI,W/m2,,>H,FALSE,455,,Direct Normal Irradiance,
/Devices/Shirley-MA/South/Weather/Irradiance/OTI,Weather.Irradiance.OTI,W/m2,,>H,FALSE,456,,Other Irradiance,
/Devices/Shirley-MA/South/XferRelay/Device/CommSt,XferRelay.Device.CommSt,,,>H,FALSE,71,,Overall interface status,
